
1	xiayanjiuju	夏衍旧居	http://data.library.sh.cn/entity/place/c8uwnyqxg3qq28r3	http://data.library.sh.cn/entity/physicalculturalheritage/3iy1vau1pwy3ljlp	乌鲁木齐南路178号2号楼	121.45561	31.209673	夏衍旧居位于乌鲁木齐南路178号2号楼。^^    夏衍，本名沈月熙，字端轩，浙江省杭州市人，中国著名作家、文艺评论家、翻译家。夏衍艰难坎坷又丰富多彩的传奇经历与上海有着紧密的联系。1927年，夏衍在上海加入中国共产党，是中国新文化运动的先驱者之一。1929年，夏衍同鲁迅筹建中国左翼作家联盟，左联成立后任执行委员，后发起组织中国左翼戏剧家联盟。1949年5月上海解放后，夏衍先后任上海军事管制委员会文教委员会副主任、中共华东局宣传部副部长、上海市委常委、宣传部部长等职。^^    从1949年到1956年，他就住在乌鲁木齐南路178号这幢花园住宅里，这是夏衍在沪居住时间最长的寓所。该宅建于1932年，占地面积750平方米，为假三层砖木结构英国风格花园住宅。后为徐汇区政协办公用房。^^    2009年，公布为徐汇区登记不可移动文物。2011年，公布为徐汇区文物保护单位。2014年，公布为上海市文物保护单位。2019年3月24日，正式对外开放。	  Xia yan all former residence is located in urumqi, tower 2, south road no. 178.	False

2	《zhenhuabao》sheyizhi	《真话报》社遗址	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/12l7veduylewo1g8	九江路山东中路路口	121.49108	31.240154	《真话报》是中共江苏省委机关报，社址在九江路山东路东首410号半（今九江路山东中路路口）。《真话报》于1932年5月29日在上海创办，主编潘梓年。该报主要内容是宣传中国共产党的政治主张，刊登中央及江苏省委领导人的讲话和文章，并报道红军反围剿斗争。1933年1月25日后，《真话报》一度停办05月，潘梓年被捕。1935年5月2日，报纸复办。同年7月28日，报纸终止。	  The truth newspaper is the mouthpiece of the communist party of China jiangsu provincial party committee, SheZhi at 410 jiujiang road of shandong road DongShou half (now jiujiang road, shandong road intersection). The truth newspaper founded in Shanghai in May 29, 1932, editor in chief Pan Zi years. The paper main content is the propaganda of the communist party of China politics, in the central and provincial leaders in jiangsu's comments and articles, and reports the reds struggle against encirclement and suppression. On January 25, 1933, in the future the truth newspaper once stopped may, Pan Zi years was arrested. On May 2, 1935, the newspaper office. In the same year on July 28, the newspaper shall be terminated.	False

3	quanguozonggonghuiyinshuasuoyizhi	全国总工会印刷所遗址	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/10djhrq2q36simv6	浙江中路天潼路之间的北京东路北侧	121.48124	31.243223	全国总工会印刷所遗址位于新庆余里（今浙江中路天潼路之间的北京东路北侧）。20世纪20年代末30年代初，是上海海派小报大泛滥时期，从1927年到1931年间出版近700种报纸。中共转入地下后，为应对国民党的文化围剿，出版了不少貌似海派小报而实际进行革命鼓动、报道各种工农革命消息的革命报刊。1929年年底，全国总工会在新庆余里建立印刷所，名为华大印刷所，负责人方慕韩（王承纬化名），承印外来印件。该印刷所于1931年年底结束。	  The national federation of trade unions in the printing house sites in new qingyu (now zhejiang middle day Tong road between Beijing east road north). In the late 1920 s and 30 s, Shanghai Shanghai tabloid big flood period, from 1927 to 1931 published nearly 700 kinds of newspapers. After the Chinese communist party underground, in response to the kuomintang's cultural encirclement and suppression, published a lot of seemingly Shanghai tabloid and actual revolution instigated, report all sorts of revolution of workers and peasants revolutionary newspapers and news. At the end of 1929, the national federation of trade unions in the new qingyu establish printing house, called huada printing house, head for Korea Wang Chengwei (a pseudonym), foreign printing calendar. At the end of the end of 1931 the printing house.	False

4	zhonggongyangshupubuweijiguanyizhi	中共杨树浦部委机关遗址	http://data.library.sh.cn/entity/place/u2mx82iyoplu5qtb	http://data.library.sh.cn/entity/physicalculturalheritage/10ogkskk41p7a2ad	长阳路荆州路路口一带	121.52094	31.265173	中共杨树浦部委机关遗址位于华德路斯文里13号（今长阳路荆州路路口一带）。1926年初，中共杨树浦部委机关设在此处，张叔平担任部委书记05月30日，五卅惨案一周年，杨树浦地区工人队伍在党和团的部委领导指挥下举行示威活动。1927年2月下旬，中共中央军委书记周恩来亲临此处，召开会议研究第三次武装起义事项。3月7日，中共杨树浦部委和中共引翔港部委合并为中共沪东部委04月10日，中共杨树浦部委原书记谢文锦被国民党反动派逮捕，数日后牺牲在雨花台。	  The poplar distributes sven in 13 ministries and agencies site located in huade road (now) changyang jingzhou road intersection area. In early 1926, the communist party of China (poplar distributes ministries and agencies in here, on May 30, has served as secretary of the ministries and commissions received awards wonder the first anniversary of the massacre, poplar distributes area workers under the leadership of the ministries and commissions of the party and group command held demonstrations. In late February, 1927, zhou enlai, secretary of the CPC Central Military Commission on here, held a meeting to study the third armed uprising matters. On March 7, the communist party of China (poplar distributes ministries and the communist party of China led cheung Hong Kong ministries combined hudong zhonghua ministries 04 October for the Chinese communist party, the communist party secretary of the poplar distributes ministries and the original Xie Wenjin was arrested by the kuomintang reactionaries, after days of sacrifice in the flower terrace.	False

5	zhonggongzhongyangmimiyinshuachang	中共中央秘密印刷厂	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/31qdpii7vnx00mt5	北京西路	121.45961	31.235815	中共中央秘密印刷厂位于爱文义路（今北京西路）张家宅路73弄48号。1930年初，中共中央秘密印刷厂在上海建立。为逃避敌人的搜捕，印刷厂几易其址。1931年春，印刷厂在齐物浦路建立，后搬到梅白克路（现新昌路），又搬到麦特赫斯脱路（今泰兴路）、武定路。1932年冬，又搬到北京西路张家宅路。印刷厂在险恶的情况下，克服种种困难，印刷《红旗周报》《布尔塞维克》等党的刊物。此外，还印刷从苏区带来的材料和支持罢工斗争等文件。	  The central committee of the communist party of China secret printing plant is located in AiWenYi road west road (now Beijing) Zhang Jiazhai road 48, 73. In early 1930, the central committee of the communist party of China printing factory was established in Shanghai in secret. To avoid the enemy's raid, printing a few easy its address. In the spring of 1931, the printing shop in xiang pu LuJianLi, after moving to MeiBai road (now xinchang road), moved to matt hurst road (now taixing road), Wu Dinglu. The winter of 1932, moved to west road Zhang Jiazhai road in Beijing. Printing plant in dangerous situations, overcome difficulties, printing the red flag weekly BuErSaiWeiKe etc party's publication. In addition, printed materials brought from Soviet area and support the strike struggle and other documents.	False

6	dushushenghuochubanshe	读书生活出版社	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/1180issapnqsvw8v	吴江路	121.568275	31.262098	读书生活出版社原位于斜桥弄（今吴江路）71号。1936年3月，李公朴在此成立读书生活出版社，自任社长，柳浞担任出版社主任，编辑部主任为艾思奇，经理兼业务部主任为汪仑（左联盟员）。艾思奇与柳浞是中共地下党员，他们与李公朴密切配合。读书生活出版社成立后，出版了一批传播马列主义、宣传抗日救亡的书籍，后遭到国民党当局的查禁。	  Press the original reading life in oblique bridge (no. 71 in wujiang road). In March 1936, li kung-po was established in this study life press, the former President, liu director of press Zhuo, editorial director of YiSiQi, manager and sales department director for Wang Lun ( leftist writers member). YiSiQi with willow Zhuo is the Chinese communist party underground communists, their works closely with li kung-po. After reading life press was founded, has published a number of anti-japan war.their books spread marxism-leninism and propaganda, the kuomintang authorities after being banned.	False

7	shenggongxiaoxuejiuzhi	圣工小学旧址	http://data.library.sh.cn/entity/place/u2mx82iyoplu5qtb	http://data.library.sh.cn/entity/physicalculturalheritage/0oz5aul45ugcl574	福禄街195号	121.52643	31.260662	圣工小学创办于1946年9月，校址设在沪东地区的福禄街195号（后为平凉路第一幼儿园）。1947年，校长林道增经党组织思想动员，走上革命道路。圣工小学的教师们积极参加中共地下党领导的小学教师联合进修会（简称小教联）组织的各种活动，提高了思想觉悟。教师们还参加抢救教育危机…‘改善教师生活，向市参议会和教育局请愿活动等。	  Holy work primary school was founded in September 1946, the site is located in the area of hudong zhonghua fu lu street no. 195 (for out road after the first kindergarten). In 1947, the principal lindau increases by the party ideological mobilization, took to the revolutionary road. Holy work elementary school teachers take an active part in the communist party of China communist leadership of primary school teachers will joint education (hereinafter referred to as studies league) the organization's activities, improve the ideological awareness. Teachers also participate in rescue education crisis... 'to improve teachers' life, to petition the city council and the department of education activities.	False

8	shidaichubanshe	时代出版社	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/2lq8xiv8adje8tdw	南京东路	121.49023	31.242867	时代出版社位于斜桥弄（今吴江路）60号。1941年，时代出版社由苏联塔斯社社长罗果夫创办于上海，社址初设于斜桥弄，后迁入南京路（今南京东路）377号。并在北京设立分社，在杭州、南京设立分店。曾出版西蒙诺夫的《日日夜夜》、柯涅楚克的《前线》等。在日寇侵占租界后，其凭借苏商名义和苏日外交关系，成为唯一能够继续揭露德国法西斯的残暴、报道苏军的战绩和宣传苏联文化、卫国战争文学的出版机构。上海解放后，时代出版社迁往北京。1955年，与商务印书馆合并后宣告结束。	  Times publishing house is located in the oblique bridge (now wujiang road) no. 60. In 1941, time press by the Soviet union itar-tass President rogoff was founded in Shanghai, at the beginning of SheZhi in oblique bridge lane, move in after the 377 nanjing road (now nanjing dong lu). And set up a branch in Beijing, set up the branch in hangzhou, nanjing. Once published simonov day and night, ke's gotten front line and so on. After the Japanese occupation concession, on the business name and Sue, diplomatic relations, becoming the only can continue to expose the German fascist brutality, reported the Soviet record and propaganda of Soviet culture, the great patriotic war literature. After the liberation of Shanghai, times publishing house moved to Beijing. In 1955, came to an end after a merger with the commercial press.	False

9	hongsejiaoshouqianyishigongzuodi	红色教授钱亦石工作地	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/32xtprxw8shnbpg1	瑞金二路	121.47215	31.218384	钱亦石曾在上海法政学院工作过。钱亦石加入中国共产党后，奉命以个人身份加入国民党，协助董必武筹建国民党湖北临时党部。1928年大革命失败后，钱亦石奉命和杨贤江、董必武领导东京留学生中的共产党秘密组织。1930年，他化装成铁路工人回到上海，从事文化活动。1932年，经党组织联系，钱亦石被聘为暨南大学和上海法政学院的教授。在教授岗位上，钱亦石发表多篇论文，用马克思主义理论分析时局，获得党内外的高度评价。上海法政学院原名上海法政大学，创办于1924年秋。1926年，迁入法租界金神父路（今瑞金二路）450号自建校舍。	  Qian Yishi once worked in Shanghai institute of thammasat. Qian Yishi after joining the communist party of China, was ordered to join the KMT as an individual, assist to establish a temporary party kuomintang hubei dong. The 1928 revolution failed, Qian Yishi were ordered and Yang Xianjiang, dong leadership secret organization of the communist party in the Tokyo international students. In 1930, he disguised as railway workers back to Shanghai, engaged in cultural activities. In 1932, the party organization, Qian Yishi was hired as jinan thammasat university and Shanghai college professor. On professor post, Qian Yishi published many papers, with marxist theory analysis of the current political situation, get through. Shanghai institute of thammasat formerly known as Shanghai thammasat university, was founded in the autumn of 1924. In 1926, a move to French concession father Kim road (now ruijin 2) self-built 450 school buildings.	False

10	chutunanjiuju	楚图南旧居	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/1oyhxlpzwj8q635p	西宝兴路	121.47396	31.276596	著名文学家楚图南曾于抗战胜利后^^    居于西宝兴路一民居内。^^    楚图南(1899-1994)，著名的文学家、社会学家。曾用名楚介青、楚贞、楚曾，云南文山人。1920年，加入社会主义青年团。1923年，毕业于北京高等师范学校（今北京师大）史地系。1926年，加入中共。同年，被中共北方区委派到哈尔滨从事革命活动。1943年，加入中国民主同盟，是民盟云南省支部负责人之一，为团结广大知识分子做了大量工作。1945年，当选为民盟中央执行委员。1946年到上海，任上海法学院教授，时常发表演讲，旗帜鲜明地支持中共政策。由于时局凶险，转到香港等地进行盟务活动。1948年年底，到河北省平山县中共中央所在地工作。1949年，随军进入北平，参与文教接管工作，出席了中国人民政治协商会议第一次全体会议。	  The famous writer ChuTuNa in after the victory of the war	False

11	juqiubaijiuju	瞿秋白旧居	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/13zzgpmskjmsshgz	南京西路646弄一带	121.4714	31.237335	瞿秋白旧居位于王家沙鸣玉坊（今南京西路646弄），这里也是中共江苏省委机关的所在地。1933年6月，瞿秋白因工作需要搬到这里居住。当时，冯雪峰任江苏省委宣传部部长，通讯社暂交瞿秋白管理。瞿秋白不便在外露面，暂时与冯雪峰同住，以便冯雪峰帮他做联系的工作。不到两个月，江苏省委机关就被敌人发觉。于是，瞿秋白、杨之华搬到鲁迅家暂住，冯雪峰则租住在静安寺路（今南京西路）静安别墅。	  Qu qiubai former residence is located in huangtsasa song yu fang (now nanjing west road 646, lane), here is also home to the CPC jiangsu provincial party committee office. In June 1933, qu qiubai because of work need to move to live here. At that time, xue-feng feng President of jiangsu provincial party committee propaganda department minister, qu qiubai management agency temporarily. Living with xue-feng feng qu qiubai inconvenience in the outside appearance, temporarily, so xue-feng feng to help him do the work of contact. Less than two months, the jiangsu provincial party committee authority was found by the enemy. Then, qu qiubai, moved to LuXunJia Yang Zhihua stay, xue-feng feng is rented in the jing 'an temple road (now nanjing west road) jing 'an villas.	False

12	zhongguoguomindanglinshixingdongweiyuanhuiyinshuajiguan	中国国民党临时行动委员会印刷机关	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/0rnbcggezgwwyrft	瑞金一路	121.4698	31.227758	中国国民党临时行动委员会印刷机关位于圣母院路（今瑞金一路）35号。1930年8月10日，临时行动委员会正式成立后，把宣传工作置于非常重要的地位，开办两个印刷机关：由施方白出面在圣母院路（今瑞金一路）35号用水果店的招牌设立大白印刷厂；在愚园路612号设立大同印刷厂，专印内部文件和宣传品。党员还经常在夜间上街刷写反帝反蒋的标语，在闹市的高楼散发传单。	  Chinese nationalist party (KMT) temporary action committee printing office located at Notre Dame road (now ruijin) all the way no. 35. On August 10, 1930, after the temporary action committee formally established, the propaganda work in very important position, set up two printing organs: personally by ShiFang white at Notre Dame road (now ruijin) all the way with 35, sets up the great white printing plant fruit shop signs; In 612 set up a printing plant in datong road, specially print internal documents and materials. Party members are often at night took to the streets in flash anti-imperialist slogans against Chiang, in downtown high-rise leaflets.	False

13	buwancangjiuju	卜万苍旧居	http://data.library.sh.cn/entity/place/n5v2qkorcvb4xfvn	http://data.library.sh.cn/entity/physicalculturalheritage/1a2em4a8b64nn7nu	淮海中路2006弄	121.44154	31.209518	卜万苍旧居位于淮海中路2006弄内。当时的霞飞路地区文化机构云集，文化名人聚集，许多著名的电影导演、明星都聚集在此处，卜万苍也曾居住于此。卜万苍(1903-1974)，安徽天长人，著名导演。1931年，加入联华公司，公司在淮海中路2006弄建有摄影棚，联华初期作品多出自其手。左翼电影运动中，执导了《三个摩登女性》《母性之光》两部联华最早和最重要的左翼电影。上海孤岛时期，为华成公司导演了借古讽今的《木兰从军》《貂蝉》《苏武牧羊》等片。	  Wancang bu former residence is located in huaihai road in 2006. Avenue joffre region cultural institutions gathered at that time, cultural celebrities gathered, many famous film director, stars are gathered here, wancang bu has lived in the city. Wancang bu (1903-1974), tianchang, anhui famous director. In 1931, joined the lianhua company, the company has built studio in huaihai road 2006, lane, lianhua early works by his hand. Left-wing film, directed by the three modern women maternal light two left-wing film lianhua at the earliest and the most important. The isolated island period, Shanghai hua cheng company director sees mulan joined the army the sable cicada Su Wu sheep and so on.	False

14	yudafujiuju	郁达夫旧居	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/3hzh01u65zza0s11	常德路81弄	121.45463	31.229353	1930年，住在赫德路嘉禾里1476号的祖父迂回杭州，郁达夫夫妇搬进祖父的房间。这里有多个天井，面积也比原来的大一些。屋内家具依然简单，楼上只有5尺大木床和写字台、凳子、梳妆台各1张；楼下只有1张书桌、2只凳子。这里见证了郁达夫和王映霞的爱情，他们俩先后生下3子1女。1933年，因生活、经济等缘故，郁达夫举家返回杭州。嘉禾里（后为常德路81弄）房屋已被拆除，其址约为越洋国际广场。	  In 1930, lived in the golden harvest hurd road no. 1476 of the grandfather around hangzhou, yu dafu couple moved into his grandfather's room. There are multiple courtyards, the area is also bigger than it was before. The room furniture is simple, only 5 feet above large wooden bed and desk, chair, a dresser each one; Only one desk, two stools downstairs. Here to witness the yu dafu and Wang Yingxia love, both of them have 1 woman gave birth to three sons. In 1933, because life, economy, etc, yu dafu returned to hangzhou. Golden harvest (for Chang Delu after 81) in the house have been removed, its address is about overseas international square.	False

15	gujunyingyizhi	孤军营遗址	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/3wfwe07jj8f47xll	余姚路321弄一带	121.44491	31.24119	余姚路321弄和胶州路静安区教育学院及胶州大厦一带，在抗日战争期间曾是著名的孤军营。1937年10月31日到1941年12月28日，以谢晋元为首的377位抗日勇士，被公共租界当局羁留于此。这些官兵原是为了掩护中国军队从上海撤退，受命坚守四行仓库，为了壮声势，对外号称有官兵800人，因此，外界称为八百壮士。他们守卫四行仓库四昼夜，日军久攻不下。但租界方面担心被战火波及，要求他们撤退，并且许诺会将官兵送往沪西归队。不料，官兵们刚进入租界便被拘押在余姚路一处堆场达四年之久，上海市民因此称他们为孤军，称此拘押地为孤军营。孤军在租界中一直坚持抗日斗争，营地因此被时人称为小重庆。1941年，公共租界沦陷，孤军全体被臼军羁押，孤军营历史结束。	  Yuyao road 321, lane jiaozhou road and jing 'an district education institute and jiaozhou, building area during the Anti-Japanese War was a famous solitary camp. On October 31, 1937 to December 28, 1941, 377 anti-japanese warriors, headed by hsieh chin-yuan by public authorities in the concession. These soldiers were in order to cover the troops withdraw from Shanghai of China, to stick to four lines warehouse, in order to strong momentum, foreign associate with officers and soldiers of 800 people, therefore, the outside world is called eight hundred. They guard four lines warehouse four day and night, the Japanese long entrenched. But the concession concerns affected by war, asking them to retreat, and promised to officers and soldiers sent to Shanghai, west to return. And the officers and men just coming into the concession was detained at a depot in yuyao road for four years, Shanghai residents so called them alone, says the detainees to solitary camp. Alone has been sticking to the anti-japanese struggle in the concession, camp, so people called little chongqing. In 1941, the public concession occupied, alone all by mortar army custody, solitary camp end of history.	False

16	wenmingyinwujuyizhi	文明印务局遗址	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/3z1t5fqzbs3wzvli	新闸路大田路西北角	121.46854	31.24381	文明印务局遗址位于新闸路638弄（西斯文里）23号。1926年初，中国共产党在上海筹办的国华印刷所和青云路青云桥印刷所，相继遭北洋警察抽查而暴露，于是党组织决定将印刷所迁至公共租界，分设两个工厂。-个开设在此，改称文明印务局；另一个设在新闸路鸿祥里，改称中兴印刷所。1926年年底，中央在汉口筹创长江书店印刷厂将鸿祥里的机器全部带走。文明印务局留存部分由毛泽民等负责，在经过多次搬迁后于1933年结束。如今，西斯文里已拆，旧址不存。	  Civilization printing office site is located in XinZha road 638 (sith) in 23. In early 1926, the communist party of China in Shanghai for guohua printing office printing house and wan wan road bridge, one after another by the northern police spot checks and exposed, so the party decided to printing office moved to the public concession, set up two factories. - an opening in the printing office as civilization; Another located in XinZha LuHongXiang, renamed zte printing office. At the end of 1926, the raise and the Yangtze river in hankou bookshop printing plant to take away all the machines in the hongxiang. Civilization printing office part retained by Mao Zemin etc., after many times to move after the end of 1933. Nowadays, sith article has split, site does not save.	False

17	panhannianjiuju	潘汉年旧居	http://data.library.sh.cn/entity/place/gbjiu33e2bbxy6t4	http://data.library.sh.cn/entity/physicalculturalheritage/3w43g73z7aa3kzgj	武康路99号	121.447754	31.217497	1952年，时任上海市常务副市长的潘汉年搬入坐落于复兴西路和武康路路口的武康路99号。^^    这是一座英国式的著名花园洋房，建于1928年。该建筑为上海英商正广和洋行总经理麦克·格里高所建，曾是英商正广和汽水公司大班的住宅。抗战期间，正广和老板被日军关入集中营，这里成为上海海关掌握关税大权的监督唐海安的官邸。太平洋战争爆发后日本势力进入租界，这栋房子沦为日本高官的住宅。抗战胜利后，著名实业家荣宗敬先生的女儿荣卓如和女婿乔奇·哈同夫妇将其买下。^^    中华人民共和国成立后，此处作为市委招待所。魏文伯、潘汉年、王震等领导人曾在此住过，各省市的主要领导来沪时亦曾下榻此处。文革前，这里是华东局机要局的办公处，文革时为上海市征兵办公室，后为上海声学研究所使用。1983年，著名实业家、民主人士、为国家作出过特殊贡献的刘靖基年迈回沪，落实政策时，政府安排其全家入住这栋洋楼。^^    现为民居。	  In 1952, the then standing vice mayor of Shanghai Pan Hannian move is located in fuxing west and Wu Kanglu intersection Wu Kanglu number 99.	False

18	shanghailiufaqingongjianxueyubeikejiuzhi	上海留法勤工俭学预备科旧址	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/2moiwlh52d4wchug	陆家浜路918号	121.497574	31.217909	1919年秋，上海留法勤工俭学会和中华职教社共同发起创办上海留法勤工俭学预备科，地址设在中华职业学校（今陆家浜路918号上海商业会计学校）。上海留法勤工俭学预备科根据学生法语程度，分甲、乙两组。法语过关者，重点学习工艺技能，编为甲组；不通法语者，白天上法语课，夜间学工艺，编为乙组。每天在中华职业学校开设的工厂实习4小时。当年10月，正式开班。报名参加学习的多为江苏、浙江等地的青年学生，也有外省来沪候船赴法勤工俭学的学生。1920年4月，留法勤工俭学预备科结业，其中26名毕业学生于5月赴法读书。	  In the autumn of 1919, Shanghai will leave law work-study programs and the prep ZhiJiaoShe jointly launched Shanghai leave law work-study programs, address in Chinese vocational school (now 918 lu jia bang road Shanghai commercial accounting school). Shanghai prep work-study programs according to the degree of French students leave method, points a, b two groups. French pass, the key skills learning process, make up for the first division; Not understand French, French lessons during the day and night learning process, make up for group b. Every vocational school internship of its factories in China for 4 hours. In October that year, the official opening. Sign up for the study of many young students for jiangsu, zhejiang and other places, there are also other provinces to Shanghai ship where the work-study students. In April 1920, France prep work-study programs, including 26 graduate students in May, where reading.	False

19	《xiangdao》zhoukanbianjibuyizhi	《向导》周刊编辑部遗址	http://data.library.sh.cn/entity/place/r4tibjuyc0ta5p75	http://data.library.sh.cn/entity/physicalculturalheritage/0lvxjwnyhg1gmxn1	复兴东路1047弄3号	121.49227	31.22561	复兴东路1047弄3号曾是大革命时期党的权威性刊物《向导》周刊编辑部所在地。^^    1922年9月13日，《向导》在沪问世，系16开本，刊头下标明为周报，蔡和森担任主编，参与编辑和撰稿的先后有陈独秀、李大钊、瞿秋白、高君宇、彭述之等，毛泽东、周恩来、李立三等也写过文章。蔡和森在《敬告本报读者》中申明，《向导》是中共政治机关报，又是中国民众的喉舌，是真正代表中国民众利益的报纸，是中国劳苦同胞的忠实好友。^^    蔡和森主编《向导》将近三年，以顽强的精神克服经济拮据等困难，坚持出刊150期。该刊开始是每期8页，他为了满足读者需求，从第142期起增至12页，至第144期又加到16页：在编辑方面本来是依照稿件内容排列，他出于增强针对性和突出重点的考虑，相继开辟时事评论寸铁各地通讯余录什么话等栏目。他还自己动笔撰写了大量政论、时评，无论是五六千字的长文，还是数百字的短稿，都能抓住现实中的重要问题或典型事例作具体分析，说理透彻，观点鲜明，颇有说服力。^^    由于蔡和森等人的辛勤努力，《向导》周刊在上海大获成功，发行量从最初的三干余份，直升至两万余份。^^    原址已拆除。	  Fuxing road, lane 1047 3 was a revolution party authoritative publication wizard magazine editorial office is located.	False

20	zhonggongzhongyangmimiyinshuachang	中共中央秘密印刷厂	http://data.library.sh.cn/entity/place/h3zrq5yqc147b7rs	http://data.library.sh.cn/entity/physicalculturalheritage/23c7xs5oooecoi5p	泰兴路	121.46362	31.241121	中共中央秘密印刷厂位于麦特赫斯脱路（今泰兴路）386号。1930年初，中共中央秘密印刷厂由毛泽民筹设，负责人钱之光以烟纸店老板身份作掩护开展工作。印刷厂的任务是刊印苏区来的文件、文章，刊印宣传形势、罢工斗争的传单，出版《党的建设》《红旗周报》《布尔塞维克》等刊物，直至1932年夏结束工作。印刷厂多次迁移。1932年夏，印刷厂搬到麦特赫斯脱路（今泰兴路）386号的三层楼房子里。但在调试机器时，工作人员发现噪声很大，无法隐蔽。为保安全，很快放弃该地。	  The central committee of the communist party of China secret printing plant is located in matt hurst road 386 (now taixing road). In early 1930, the central committee of the communist party of China, the secret printing by Mao Zemin establishment, head of Qian Zhiguang to smoke ZhiDian boss identity for cover. Printing task is to print Soviet documents, articles, printed publicity leaflets, strike struggle situation, published party building red flag weekly BuErSaiWeiKe and other publications, until the end of the work in the summer of 1932. Printing multiple migration. In the summer of 1932, the printing shop moved to matt hurst, 386 road (now taixing road), three floors of the house. But in the debug machine, the staff found that the noise is very big, cannot be hidden. For safety, soon to give up the area.	False

21	wangxiaohejiuju	王孝和旧居	http://data.library.sh.cn/entity/place/c8uwnyqxg3qq28r3	http://data.library.sh.cn/entity/physicalculturalheritage/0sj7wq83dhb1kipc	杨树浦路2800号内	121.561325	31.276144	杨树浦路2800号杨树浦发电厂曾是中共党员、革命烈士王孝和同志工作和生活的地方。王孝和（1924-1948），浙江鄞县（今宁波）人。1938年入上海励志英文专科学校学习。1941年，加入中国共产党。1943年，进美商上海电力公司火力发电厂工作。1948年，在厂内以工会常务理事的合法身份开展革命活动，领导电厂工人开展声援上海申新九厂工人大罢工的斗争，4月遭国民党当局逮捕。在法庭上，他公开揭露国民党反动派的阴谋，9月英勇就义。杨树浦发电厂今已停产，厂内老建筑仍存。	  Poplar distributes road 2800 poplar pudong power plant was the Chinese communist party party member comrade, revolutionary martyrs Wang Xiao and working and living place. Wang Xiao and (1924-1948), Yin county of zhejiang (ningbo). In 1938 into the Shanghai self-help college English learning. In 1941, joined the communist party of China. In 1943, Shanghai electric power into American company coal-fired power plants. In 1948, the factory with the legal status of executive director of the trade union to carry out revolutionary activities, leading power plant workers to carry out the support for Shanghai ShenXinJiu factory workers strike struggle, the KMT authorities arrested in April. In court, he exposed the kuomintang reactionaries conspiracy, September die game. Poplar pudong power plant has been shut down, in the factory the old buildings.	False

22	huizhixiaoxueyizhi	惠知小学遗址	http://data.library.sh.cn/entity/place/u2mx82iyoplu5qtb	http://data.library.sh.cn/entity/physicalculturalheritage/1m0kqizr4ctdpdtt	惠民路荆州路一带	121.78683	31.030909	惠知小学原位于惠民路424弄32号（今惠民路荆州路一带）。1936年，惠知小学由左联成员甘迈筹建，并将自家春阳里（惠民路424弄）32号客堂和亭子间做教室。半年后，惠知小学在春阳里租赁了两幢楼房作为校舍。左联解散后，校长甘迈参加国难教育社，惠知小学也成为抗日宣传中心之一。宣传抗日的歌咏队、戏剧组常来校指导，学校师生曾到附近开展抗日文艺宣传活动。1937年八一三事变后，校长甘迈离沪去延安，惠知小学就此停办。旧址已被拆除。	  Would you care to know primary original in huimin road, lane 424, 32 (now huimin jingzhou road area). In 1936, would you care to know primary school by members of the leftist writers exceed the preparation, and will be their own ChunYang (huimin road 424) no. 32 in the guest room and do the classroom garret. After six months, we know the elementary school in ChunYang rented two building as school buildings. Leftist writers upon dissolution, the headmaster Ian Wallace attend can educationsociety, would you care to know primary school also become one of the anti-japanese propaganda center. Propaganda anti-japanese chorus, drama groups often prompt guidance, near the school teachers and students had to carry out the anti-japanese literary and art campaign. After 813 incident in 1937, President Kennedy took from Shanghai to yanan, would you care to know the elementary school to close. Site has been removed.	False

